Time,Centre position X,Centre position Y,In Periphery,In Center
0:00:00.000,,,1,0
0:00:00.322,771.2,376.7,1,0
0:00:00.353,765.9,369.6,1,0
0:00:00.400,765.9,369.6,1,0
0:00:00.438,765.9,371.4,1,0
0:00:00.469,764.1,371.4,1,0
0:00:00.500,764.1,371.4,1,0
0:00:00.538,764.1,369.6,1,0
0:00:00.569,765.9,369.6,1,0
0:00:00.600,764.1,367.8,1,0
0:00:00.638,764.1,367.8,1,0
0:00:00.670,764.1,369.6,1,0
0:00:00.701,762.3,373.2,1,0
0:00:00.723,762.3,374.9,1,0
0:00:00.754,760.5,376.7,1,0
0:00:00.801,760.5,378.5,1,0
0:00:00.839,757.0,376.7,1,0
0:00:00.875,753.4,378.5,1,0
0:00:00.906,751.6,378.5,1,0
0:00:00.939,751.6,378.5,1,0
0:00:00.970,753.4,378.5,1,0
0:00:01.001,753.4,380.3,1,0
0:00:01.039,749.9,382.0,1,0
0:00:01.070,749.9,385.6,1,0
0:00:01.102,748.1,387.4,1,0
0:00:01.123,748.1,390.9,1,0
0:00:01.155,746.3,396.3,1,0
0:00:01.202,744.5,398.0,1,0
0:00:01.240,741.0,399.8,1,0
0:00:01.271,739.2,403.4,1,0
0:00:01.302,735.6,405.1,1,0
0:00:01.340,735.6,408.7,1,0
0:00:01.371,733.9,414.0,1,0
0:00:01.402,732.1,415.8,1,0
0:00:01.440,732.1,421.1,1,0
0:00:01.471,730.3,424.7,1,0
0:00:01.524,723.2,430.0,1,0
0:00:01.571,721.4,433.6,1,0
0:00:01.602,721.4,437.1,1,0
0:00:01.640,719.7,442.5,1,0
0:00:01.671,717.9,446.0,1,0
0:00:01.703,717.9,451.3,1,0
0:00:01.740,714.3,456.7,1,0
0:00:01.772,710.8,458.4,1,0
0:00:01.803,707.2,462.0,1,0
0:00:01.825,705.4,465.6,1,0
0:00:01.872,703.7,469.1,1,0
0:00:01.903,701.9,474.4,1,0
0:00:01.925,700.1,478.0,1,0
0:00:01.972,698.3,481.5,1,0
0:00:02.004,696.6,483.3,1,0
0:00:02.041,693.0,485.1,1,0
0:00:02.073,689.4,488.7,1,0
0:00:02.104,685.9,490.4,1,0
0:00:02.142,684.1,494.0,1,0
0:00:02.173,682.3,497.5,1,0
0:00:02.204,680.6,499.3,1,0
0:00:02.226,678.8,501.1,1,0
0:00:02.257,677.0,504.6,1,0
0:00:02.304,675.2,508.2,1,0
0:00:02.342,671.7,510.0,0,1
0:00:02.373,666.3,513.5,0,1
0:00:02.404,662.8,515.3,0,1
0:00:02.442,657.5,517.1,0,1
0:00:02.473,653.9,520.6,0,1
0:00:02.504,652.1,526.0,0,1
0:00:02.542,650.4,529.5,0,1
0:00:02.573,648.6,531.3,0,1
0:00:02.604,645.0,533.1,0,1
0:00:02.627,641.5,531.3,0,1
0:00:02.658,637.9,531.3,0,1
0:00:02.689,632.6,531.3,0,1
0:00:02.743,627.3,533.1,0,1
0:00:02.774,623.7,534.9,0,1
0:00:02.805,621.9,538.4,0,1
0:00:02.843,618.4,540.2,0,1
0:00:02.880,613.0,542.0,0,1
0:00:02.911,605.9,543.7,0,1
0:00:02.943,600.6,543.7,0,1
0:00:02.974,595.3,543.7,0,1
0:00:03.005,591.7,545.5,0,1
0:00:03.028,586.4,549.1,0,1
0:00:03.059,582.8,550.8,0,1
0:00:03.106,575.7,552.6,0,1
0:00:03.144,568.6,552.6,0,1
0:00:03.175,561.5,552.6,0,1
0:00:03.206,554.4,550.8,0,1
0:00:03.244,547.3,552.6,0,1
0:00:03.275,543.7,552.6,0,1
0:00:03.306,540.2,554.4,0,1
0:00:03.329,533.1,556.2,0,1
0:00:03.376,526.0,556.2,0,1
0:00:03.407,518.9,556.2,0,1
0:00:03.429,513.5,556.2,0,1
0:00:03.460,508.2,556.2,0,1
0:00:03.507,502.9,558.0,0,1
0:00:03.545,497.5,559.7,0,1
0:00:03.576,492.2,559.7,0,1
0:00:03.607,483.3,559.7,0,1
0:00:03.645,476.2,559.7,0,1
0:00:03.676,470.9,561.5,0,1
0:00:03.708,465.6,563.3,0,1
0:00:03.730,460.2,566.8,0,1
0:00:03.761,454.9,568.6,0,1
0:00:03.793,449.6,570.4,0,1
0:00:03.830,442.5,572.2,0,1
0:00:03.877,433.6,572.2,1,0
0:00:03.909,428.2,572.2,1,0
0:00:03.946,421.1,573.9,1,0
0:00:03.977,415.8,575.7,1,0
0:00:04.015,410.5,577.5,1,0
0:00:04.046,405.1,579.3,1,0
0:00:04.077,398.0,579.3,1,0
0:00:04.109,392.7,579.3,1,0
0:00:04.131,389.1,579.3,1,0
0:00:04.162,383.8,579.3,1,0
0:00:04.193,378.5,581.1,1,0
0:00:04.231,373.2,581.1,1,0
0:00:04.278,367.8,581.1,1,0
0:00:04.310,366.0,579.3,1,0
0:00:04.347,364.3,577.5,1,0
0:00:04.379,364.3,577.5,1,0
0:00:04.410,364.3,575.7,1,0
0:00:04.448,362.5,577.5,1,0
0:00:04.479,362.5,579.3,1,0
0:00:04.532,362.5,579.3,1,0
0:00:04.564,364.3,581.1,1,0
0:00:04.595,369.6,581.1,1,0
0:00:04.648,369.6,581.1,1,0
0:00:04.681,369.6,579.3,1,0
0:00:04.711,371.4,579.3,1,0
0:00:04.749,371.4,579.3,1,0
0:00:04.780,371.4,579.3,1,0
0:00:04.811,371.4,579.3,1,0
0:00:04.833,369.6,581.1,1,0
0:00:04.869,369.6,581.1,1,0
0:00:04.901,369.6,581.1,1,0
0:00:04.933,364.3,582.8,1,0
0:00:04.965,369.6,579.3,1,0
0:00:04.996,366.0,579.3,1,0
0:00:05.049,364.3,577.5,1,0
0:00:05.080,364.3,575.7,1,0
0:00:05.112,366.0,573.9,1,0
0:00:05.150,366.0,572.2,1,0
0:00:05.181,367.8,572.2,1,0
0:00:05.212,369.6,570.4,1,0
0:00:05.234,369.6,570.4,1,0
0:00:05.266,367.8,568.6,1,0
0:00:05.297,366.0,568.6,1,0
0:00:05.335,364.3,566.8,1,0
0:00:05.366,364.3,563.3,1,0
0:00:05.414,364.3,559.7,1,0
0:00:05.450,364.3,554.4,1,0
0:00:05.482,364.3,550.8,1,0
0:00:05.513,362.5,549.1,1,0
0:00:05.551,360.7,543.7,1,0
0:00:05.582,360.7,540.2,1,0
0:00:05.613,360.7,533.1,1,0
0:00:05.635,362.5,526.0,1,0
0:00:05.667,362.5,520.6,1,0
0:00:05.698,362.5,515.3,1,0
0:00:05.736,362.5,506.4,1,0
0:00:05.767,362.5,499.3,1,0
0:00:05.814,362.5,492.2,1,0
0:00:05.851,366.0,485.1,1,0
0:00:05.883,367.8,479.8,1,0
0:00:05.914,369.6,472.7,1,0
0:00:05.951,369.6,465.6,1,0
0:00:05.983,371.4,456.7,1,0
0:00:06.014,371.4,447.8,1,0
0:00:06.036,374.9,440.7,1,0
0:00:06.068,376.7,433.6,1,0
0:00:06.099,380.3,428.2,1,0
0:00:06.137,380.3,419.4,1,0
0:00:06.168,380.3,412.2,1,0
0:00:06.215,382.0,405.1,1,0
0:00:06.252,387.4,399.8,1,0
0:00:06.283,389.1,392.7,1,0
0:00:06.314,390.9,387.4,1,0
0:00:06.337,392.7,380.3,1,0
0:00:06.384,392.7,373.2,1,0
0:00:06.415,394.5,366.0,1,0
0:00:06.437,398.0,360.7,1,0
0:00:06.468,401.6,353.6,1,0
0:00:06.499,403.4,346.5,1,0
0:00:06.537,405.1,341.2,1,0
0:00:06.584,406.9,335.8,1,0
0:00:06.615,406.9,328.7,1,0
0:00:06.653,408.7,321.6,1,0
0:00:06.684,412.2,314.5,1,0
0:00:06.737,415.8,300.3,1,0
0:00:06.769,417.6,293.2,1,0
0:00:06.816,417.6,284.3,1,0
0:00:06.838,417.6,277.2,1,0
0:00:06.874,419.4,270.1,1,0
0:00:06.905,421.1,263.0,1,0
0:00:06.938,424.7,257.7,1,0
0:00:06.985,424.7,250.5,1,0
0:00:07.016,424.7,243.4,1,0
0:00:07.054,426.5,236.3,0,1
0:00:07.085,428.2,227.4,0,1
0:00:07.116,431.8,220.3,0,1
0:00:07.138,433.6,215.0,0,1
0:00:07.170,435.3,207.9,0,1
0:00:07.201,435.3,202.6,0,1
0:00:07.239,437.1,197.2,1,0
0:00:07.270,442.5,193.7,1,0
0:00:07.301,446.0,191.9,1,0
0:00:07.355,451.3,188.4,1,0
0:00:07.386,453.1,184.8,1,0
0:00:07.417,456.7,181.2,1,0
0:00:07.455,460.2,179.5,1,0
0:00:07.486,467.3,177.7,1,0
0:00:07.517,474.4,177.7,1,0
0:00:07.540,479.8,175.9,1,0
0:00:07.571,485.1,175.9,1,0
0:00:07.602,490.4,175.9,1,0
0:00:07.640,495.8,175.9,1,0
0:00:07.671,502.9,177.7,1,0
0:00:07.702,510.0,179.5,1,0
0:00:07.760,517.1,183.0,1,0
0:00:07.791,524.2,184.8,1,0
0:00:07.822,533.1,186.6,1,0
0:00:07.855,540.2,186.6,1,0
0:00:07.887,547.3,188.4,1,0
0:00:07.918,554.4,191.9,1,0
0:00:07.940,563.3,197.2,1,0
0:00:07.971,570.4,199.0,0,1
0:00:08.003,577.5,200.8,0,1
0:00:08.041,584.6,200.8,0,1
0:00:08.072,593.5,202.6,0,1
0:00:08.119,600.6,206.1,0,1
0:00:08.156,607.7,209.7,0,1
0:00:08.188,613.0,213.2,0,1
0:00:08.219,618.4,216.8,0,1
0:00:08.241,623.7,216.8,0,1
0:00:08.288,629.0,218.6,0,1
0:00:08.319,634.4,220.3,0,1
0:00:08.342,639.7,227.4,0,1
0:00:08.373,643.2,231.0,0,1
0:00:08.404,648.6,236.3,0,1
0:00:08.442,653.9,238.1,0,1
0:00:08.473,661.0,241.7,0,1
0:00:08.520,666.3,247.0,0,1
0:00:08.558,671.7,254.1,1,0
0:00:08.589,675.2,261.2,1,0
0:00:08.620,678.8,266.5,1,0
0:00:08.642,682.3,271.9,1,0
0:00:08.674,687.7,277.2,1,0
0:00:08.705,693.0,280.8,1,0
0:00:08.743,693.0,287.9,1,0
0:00:08.774,694.8,295.0,1,0
0:00:08.805,696.6,300.3,1,0
0:00:08.843,700.1,303.9,1,0
0:00:08.895,703.7,307.4,1,0
0:00:08.926,707.2,312.7,1,0
0:00:08.959,707.2,319.8,1,0
0:00:08.990,707.2,327.0,1,0
0:00:09.021,709.0,334.1,1,0
0:00:09.043,712.5,341.2,1,0
0:00:09.075,716.1,344.7,1,0
0:00:09.106,717.9,350.1,1,0
0:00:09.144,719.7,357.2,1,0
0:00:09.175,717.9,364.3,1,0
0:00:09.206,717.9,369.6,1,0
0:00:09.243,721.4,374.9,1,0
0:00:09.290,723.2,380.3,1,0
0:00:09.322,725.0,383.8,1,0
0:00:09.359,725.0,389.1,1,0
0:00:09.391,725.0,394.5,1,0
0:00:09.422,725.0,398.0,1,0
0:00:09.444,726.8,401.6,1,0
0:00:09.475,728.5,401.6,1,0
0:00:09.507,730.3,403.4,1,0
0:00:09.544,732.1,403.4,1,0
0:00:09.576,732.1,405.1,1,0
0:00:09.607,735.6,408.7,1,0
0:00:09.660,737.4,410.5,1,0
0:00:09.691,741.0,410.5,1,0
0:00:09.723,742.8,408.7,1,0
0:00:09.760,744.5,406.9,1,0
0:00:09.791,746.3,408.7,1,0
0:00:09.822,746.3,410.5,1,0
0:00:09.844,746.3,412.2,1,0
0:00:09.876,746.3,412.2,1,0
0:00:09.907,748.1,412.2,1,0
0:00:09.945,748.1,412.2,1,0
0:00:09.976,748.1,414.0,1,0
0:00:10.007,748.1,412.2,1,0
0:00:10.061,749.9,410.5,1,0
0:00:10.092,749.9,408.7,1,0
0:00:10.123,751.6,408.7,1,0
0:00:10.145,751.6,408.7,1,0
0:00:10.177,753.4,408.7,1,0
0:00:10.246,757.0,408.7,1,0
0:00:10.277,757.0,408.7,1,0
0:00:10.308,758.7,408.7,1,0
0:00:10.346,758.7,408.7,1,0
0:00:10.377,758.7,408.7,1,0
0:00:10.424,758.7,408.7,1,0
0:00:10.462,758.7,408.7,1,0
0:00:10.493,758.7,408.7,1,0
0:00:10.547,758.7,408.7,1,0
0:00:10.578,758.7,408.7,1,0
0:00:10.609,758.7,408.7,1,0
0:00:10.647,758.7,408.7,1,0
0:00:10.678,757.0,408.7,1,0
0:00:10.710,753.4,408.7,1,0
0:00:10.747,748.1,408.7,1,0
0:00:10.779,742.8,406.9,1,0
0:00:10.826,742.8,408.7,1,0
0:00:10.868,744.5,408.7,1,0
0:00:10.914,742.8,412.2,1,0
0:00:10.948,741.0,415.8,1,0
0:00:10.979,739.2,415.8,1,0
0:00:11.010,737.4,417.6,1,0
0:00:11.048,737.4,417.6,1,0
0:00:11.079,737.4,419.4,1,0
0:00:11.110,735.6,421.1,1,0
0:00:11.148,735.6,422.9,1,0
0:00:11.195,735.6,424.7,1,0
0:00:11.226,733.9,428.2,1,0
0:00:11.264,733.9,431.8,1,0
0:00:11.295,733.9,433.6,1,0
0:00:11.326,733.9,435.3,1,0
0:00:11.349,733.9,435.3,1,0
0:00:11.380,733.9,435.3,1,0
0:00:11.411,733.9,435.3,1,0
0:00:11.449,733.9,437.1,1,0
0:00:11.480,732.1,438.9,1,0
0:00:11.512,732.1,440.7,1,0
0:00:11.549,730.3,444.2,1,0
0:00:11.596,725.0,447.8,1,0
0:00:11.628,723.2,449.6,1,0
0:00:11.650,719.7,453.1,1,0
0:00:11.681,719.7,456.7,1,0
0:00:11.713,717.9,460.2,1,0
0:00:11.750,714.3,465.6,1,0
0:00:11.782,709.0,469.1,1,0
0:00:11.813,705.4,472.7,1,0
0:00:11.850,700.1,474.4,1,0
0:00:11.882,698.3,478.0,1,0
0:00:11.913,696.6,481.5,1,0
0:00:11.950,693.0,485.1,1,0
0:00:11.997,689.4,488.7,1,0
0:00:12.028,682.3,490.4,1,0
0:00:12.051,677.0,492.2,1,0
0:00:12.082,673.5,495.8,1,0
0:00:12.114,669.9,499.3,0,1
0:00:12.151,666.3,504.6,0,1
0:00:12.182,661.0,508.2,0,1
0:00:12.213,655.7,510.0,0,1
0:00:12.251,648.6,510.0,0,1
0:00:12.282,645.0,511.8,0,1
0:00:12.314,641.5,515.3,0,1
0:00:12.367,641.5,517.1,0,1
0:00:12.398,639.7,518.9,0,1
0:00:12.430,636.1,518.9,0,1
0:00:12.452,629.0,517.1,0,1
0:00:12.483,625.5,517.1,0,1
0:00:12.514,621.9,517.1,0,1
0:00:12.552,618.4,518.9,0,1
0:00:12.583,614.8,520.6,0,1
0:00:12.615,609.5,520.6,0,1
0:00:12.653,602.4,520.6,0,1
0:00:12.684,597.0,520.6,0,1
0:00:12.715,591.7,518.9,0,1
0:00:12.753,588.2,518.9,0,1
0:00:12.800,582.8,520.6,0,1
0:00:12.831,579.3,520.6,0,1
0:00:12.853,577.5,520.6,0,1
0:00:12.888,573.9,517.1,0,1
0:00:12.920,570.4,517.1,0,1
0:00:12.953,566.8,518.9,0,1
0:00:12.984,565.1,518.9,0,1
0:00:13.016,563.3,518.9,0,1
0:00:13.054,561.5,515.3,0,1
0:00:13.084,559.7,511.8,0,1
0:00:13.131,558.0,508.2,0,1
0:00:13.153,556.2,508.2,0,1
0:00:13.200,554.4,506.4,0,1
0:00:13.231,552.6,504.6,0,1
0:00:13.254,550.8,502.9,0,1
0:00:13.285,549.1,499.3,0,1
0:00:13.316,547.3,495.8,0,1
0:00:13.353,547.3,490.4,0,1
0:00:13.385,543.7,486.9,0,1
0:00:13.416,543.7,481.5,0,1
0:00:13.454,542.0,476.2,0,1
0:00:13.485,542.0,470.9,0,1
0:00:13.532,542.0,467.3,0,1
0:00:13.554,542.0,463.8,0,1
0:00:13.585,540.2,460.2,0,1
0:00:13.632,538.4,458.4,0,1
0:00:13.654,536.6,454.9,0,1
0:00:13.685,536.6,451.3,0,1
0:00:13.717,538.4,447.8,0,1
0:00:13.755,538.4,442.5,0,1
0:00:13.786,538.4,438.9,0,1
0:00:13.817,534.9,437.1,0,1
0:00:13.855,533.1,433.6,0,1
0:00:13.902,534.9,428.2,0,1
0:00:13.933,536.6,424.7,0,1
0:00:13.955,536.6,419.4,0,1
0:00:13.986,534.9,417.6,0,1
0:00:14.018,534.9,414.0,0,1
0:00:14.055,534.9,410.5,0,1
0:00:14.087,538.4,406.9,0,1
0:00:14.118,542.0,403.4,0,1
0:00:14.155,545.5,401.6,0,1
0:00:14.187,545.5,399.8,0,1
0:00:14.218,545.5,398.0,0,1
0:00:14.256,545.5,396.3,0,1
0:00:14.303,547.3,396.3,0,1
0:00:14.334,549.1,396.3,0,1
0:00:14.356,550.8,394.5,0,1
0:00:14.387,554.4,392.7,0,1
0:00:14.419,558.0,390.9,0,1
0:00:14.456,563.3,389.1,0,1
0:00:14.488,566.8,385.6,0,1
0:00:14.519,568.6,382.0,0,1
0:00:14.557,572.2,380.3,0,1
0:00:14.588,575.7,378.5,0,1
0:00:14.620,581.1,378.5,0,1
0:00:14.657,584.6,378.5,0,1
0:00:14.704,589.9,378.5,0,1
0:00:14.735,591.7,376.7,0,1
0:00:14.789,598.8,374.9,0,1
0:00:14.820,604.2,374.9,0,1
0:00:14.858,611.3,374.9,0,1
0:00:14.894,616.6,376.7,0,1
0:00:14.925,620.1,374.9,0,1
0:00:14.958,625.5,373.2,0,1
0:00:14.989,630.8,371.4,0,1
0:00:15.020,636.1,371.4,0,1
0:00:15.058,641.5,373.2,0,1
0:00:15.089,646.8,373.2,0,1
0:00:15.121,650.4,374.9,0,1
0:00:15.158,655.7,374.9,0,1
0:00:15.190,659.2,373.2,0,1
0:00:15.221,662.8,373.2,0,1
0:00:15.259,666.3,373.2,0,1
0:00:15.290,669.9,374.9,0,1
0:00:15.321,673.5,378.5,1,0
0:00:15.360,675.2,380.3,1,0
0:00:15.388,678.8,380.3,1,0
0:00:15.458,687.7,380.3,1,0
0:00:15.489,691.2,382.0,1,0
0:00:15.521,696.6,385.6,1,0
0:00:15.558,700.1,387.4,1,0
0:00:15.589,703.7,390.9,1,0
0:00:15.621,707.2,389.1,1,0
0:00:15.659,710.8,389.1,1,0
0:00:15.690,714.3,390.9,1,0
0:00:15.721,717.9,392.7,1,0
0:00:15.759,721.4,396.3,1,0
0:00:15.790,725.0,396.3,1,0
0:00:15.838,728.5,396.3,1,0
0:00:15.860,732.1,394.5,1,0
0:00:15.891,735.6,392.7,1,0
0:00:15.922,739.2,394.5,1,0
0:00:15.960,742.8,398.0,1,0
0:00:15.991,744.5,401.6,1,0
0:00:16.022,746.3,401.6,1,0
0:00:16.060,749.9,399.8,1,0
0:00:16.091,749.9,398.0,1,0
0:00:16.122,751.6,398.0,1,0
0:00:16.160,751.6,398.0,1,0
0:00:16.207,753.4,399.8,1,0
0:00:16.238,753.4,399.8,1,0
0:00:16.261,753.4,399.8,1,0
0:00:16.292,755.2,399.8,1,0
0:00:16.323,757.0,399.8,1,0
0:00:16.361,757.0,399.8,1,0
0:00:16.392,757.0,399.8,1,0
0:00:16.423,758.7,399.8,1,0
0:00:16.461,760.5,399.8,1,0
0:00:16.493,760.5,399.8,1,0
0:00:16.524,760.5,399.8,1,0
0:00:16.562,760.5,399.8,1,0
0:00:16.593,760.5,399.8,1,0
0:00:16.640,762.3,399.8,1,0
0:00:16.662,762.3,399.8,1,0
0:00:16.698,762.3,399.8,1,0
0:00:16.729,764.1,398.0,1,0
0:00:16.762,764.1,398.0,1,0
0:00:16.793,764.1,398.0,1,0
0:00:16.824,764.1,398.0,1,0
0:00:16.862,762.3,398.0,1,0
0:00:16.893,760.5,398.0,1,0
0:00:16.924,758.7,398.0,1,0
0:00:16.962,755.2,398.0,1,0
0:00:16.993,751.6,398.0,1,0
0:00:17.025,748.1,396.3,1,0
0:00:17.063,746.3,396.3,1,0
0:00:17.094,746.3,399.8,1,0
0:00:17.125,744.5,401.6,1,0
0:00:17.163,741.0,403.4,1,0
0:00:17.194,737.4,403.4,1,0
0:00:17.226,737.4,405.1,1,0
0:00:17.263,735.6,406.9,1,0
0:00:17.295,737.4,406.9,1,0
0:00:17.326,737.4,406.9,1,0
0:00:17.364,737.4,408.7,1,0
0:00:17.395,737.4,408.7,1,0
0:00:17.426,737.4,408.7,1,0
0:00:17.464,739.2,408.7,1,0
0:00:17.495,739.2,408.7,1,0
0:00:17.526,739.2,408.7,1,0
0:00:17.564,739.2,408.7,1,0
0:00:17.595,739.2,408.7,1,0
0:00:17.627,737.4,410.5,1,0
0:00:17.664,735.6,410.5,1,0
0:00:17.690,733.9,410.5,1,0
0:00:17.727,733.9,410.5,1,0
0:00:17.765,733.9,410.5,1,0
0:00:17.796,733.9,410.5,1,0
0:00:17.827,733.9,410.5,1,0
0:00:17.864,733.9,408.7,1,0
0:00:17.896,732.1,408.7,1,0
0:00:17.927,732.1,408.7,1,0
0:00:17.965,732.1,408.7,1,0
0:00:17.996,732.1,408.7,1,0
0:00:18.027,732.1,410.5,1,0
0:00:18.064,732.1,410.5,1,0
0:00:18.096,732.1,410.5,1,0
0:00:18.143,730.3,412.2,1,0
0:00:18.164,728.5,414.0,1,0
0:00:18.196,726.8,415.8,1,0
0:00:18.227,725.0,415.8,1,0
0:00:18.265,723.2,417.6,1,0
0:00:18.296,721.4,419.4,1,0
0:00:18.327,721.4,419.4,1,0
0:00:18.365,721.4,419.4,1,0
0:00:18.396,719.7,419.4,1,0
0:00:18.428,717.9,419.4,1,0
0:00:18.481,716.1,415.8,1,0
0:00:18.544,716.1,414.0,1,0
0:00:18.573,716.1,412.2,1,0
0:00:18.597,714.3,412.2,1,0
0:00:18.628,714.3,412.2,1,0
0:00:18.665,714.3,412.2,1,0
0:00:18.697,714.3,410.5,1,0
0:00:18.728,712.5,410.5,1,0
0:00:18.766,712.5,410.5,1,0
0:00:18.797,710.8,408.7,1,0
0:00:18.828,710.8,406.9,1,0
0:00:18.866,710.8,408.7,1,0
0:00:18.898,710.8,408.7,1,0
0:00:18.929,710.8,408.7,1,0
0:00:18.967,709.0,408.7,1,0
0:00:18.998,709.0,408.7,1,0
0:00:19.067,709.0,406.9,1,0
0:00:19.098,709.0,406.9,1,0
0:00:19.129,709.0,406.9,1,0
0:00:19.167,709.0,406.9,1,0
0:00:19.199,710.8,406.9,1,0
0:00:19.230,710.8,406.9,1,0
0:00:19.267,710.8,406.9,1,0
0:00:19.298,710.8,406.9,1,0
0:00:19.329,712.5,406.9,1,0
0:00:19.367,712.5,406.9,1,0
0:00:19.399,712.5,406.9,1,0
0:00:19.430,712.5,406.9,1,0
0:00:19.468,712.5,405.1,1,0
0:00:19.499,710.8,405.1,1,0
0:00:19.530,712.5,405.1,1,0
0:00:19.568,712.5,405.1,1,0
0:00:19.599,712.5,405.1,1,0
0:00:19.631,712.5,403.4,1,0
0:00:19.669,714.3,403.4,1,0
0:00:19.700,716.1,403.4,1,0
0:00:19.731,717.9,401.6,1,0
0:00:19.769,719.7,399.8,1,0
0:00:19.800,721.4,398.0,1,0
0:00:19.831,723.2,398.0,1,0
0:00:19.869,723.2,396.3,1,0
0:00:19.901,723.2,394.5,1,0
0:00:19.932,721.4,392.7,1,0
0:00:19.970,721.4,392.7,1,0
0:00:20.032,723.2,390.9,1,0
0:00:20.070,725.0,389.1,1,0
0:00:20.101,725.0,389.1,1,0
0:00:20.132,725.0,390.9,1,0
0:00:20.170,725.0,390.9,1,0
0:00:20.201,725.0,390.9,1,0
0:00:20.233,725.0,390.9,1,0
0:00:20.271,725.0,392.7,1,0
0:00:20.302,725.0,392.7,1,0
0:00:20.333,725.0,392.7,1,0
0:00:20.371,725.0,392.7,1,0
0:00:20.433,725.0,392.7,1,0
0:00:20.472,728.5,392.7,1,0
0:00:20.505,730.3,390.9,1,0
0:00:20.534,732.1,389.1,1,0
0:00:20.572,733.9,387.4,1,0
0:00:20.603,737.4,385.6,1,0
0:00:20.634,739.2,383.8,1,0
0:00:20.672,741.0,383.8,1,0
0:00:20.703,744.5,383.8,1,0
0:00:20.734,746.3,385.6,1,0
0:00:20.772,746.3,385.6,1,0
0:00:20.835,744.5,383.8,1,0
0:00:20.873,744.5,383.8,1,0
0:00:20.905,742.8,383.8,1,0
0:00:20.935,742.8,383.8,1,0
0:00:20.974,742.8,383.8,1,0
0:00:21.035,741.0,385.6,1,0
0:00:21.073,741.0,385.6,1,0
0:00:21.136,741.0,387.4,1,0
0:00:21.174,741.0,387.4,1,0
0:00:21.205,741.0,387.4,1,0
0:00:21.236,741.0,387.4,1,0
0:00:21.274,741.0,387.4,1,0
0:00:21.305,742.8,389.1,1,0
0:00:21.337,742.8,389.1,1,0
0:00:21.374,744.5,389.1,1,0
0:00:21.405,744.5,389.1,1,0
0:00:21.437,744.5,390.9,1,0
0:00:21.490,746.3,390.9,1,0
0:00:21.521,746.3,392.7,1,0
0:00:21.553,746.3,392.7,1,0
0:00:21.606,748.1,394.5,1,0
0:00:21.637,749.9,396.3,1,0
0:00:21.675,749.9,399.8,1,0
0:00:21.706,748.1,403.4,1,0
0:00:21.737,746.3,405.1,1,0
0:00:21.775,746.3,406.9,1,0
0:00:21.806,746.3,406.9,1,0
0:00:21.837,748.1,408.7,1,0
0:00:21.875,748.1,410.5,1,0
0:00:21.922,748.1,414.0,1,0
0:00:21.976,748.1,415.8,1,0
0:00:22.007,744.5,419.4,1,0
0:00:22.038,744.5,422.9,1,0
0:00:22.076,744.5,426.5,1,0
0:00:22.107,744.5,430.0,1,0
0:00:22.138,744.5,431.8,1,0
0:00:22.176,744.5,433.6,1,0
0:00:22.207,746.3,433.6,1,0
0:00:22.239,746.3,433.6,1,0
0:00:22.276,748.1,433.6,1,0
0:00:22.323,744.5,437.1,1,0
0:00:22.377,742.8,437.1,1,0
0:00:22.408,742.8,438.9,1,0
0:00:22.439,741.0,442.5,1,0
0:00:22.477,741.0,444.2,1,0
0:00:22.509,742.8,449.6,1,0
0:00:22.540,742.8,453.1,1,0
0:00:22.577,744.5,458.4,1,0
0:00:22.640,742.8,469.1,1,0
0:00:22.693,741.0,483.3,1,0
0:00:22.740,744.5,488.7,1,0
0:00:22.778,748.1,494.0,1,0
0:00:22.809,751.6,497.5,1,0
0:00:22.840,751.6,501.1,1,0
0:00:22.878,749.9,508.2,1,0
0:00:22.909,749.9,513.5,1,0
0:00:22.940,751.6,518.9,1,0
0:00:22.978,757.0,524.2,1,0
0:00:23.025,760.5,534.9,1,0
0:00:23.094,757.0,550.8,1,0
0:00:23.141,758.7,559.7,1,0
0:00:23.179,760.5,575.7,1,0
0:00:23.211,762.3,570.4,1,0
0:00:23.241,760.5,582.8,1,0
0:00:23.279,762.3,595.3,1,0
0:00:23.310,760.5,602.4,1,0
0:00:23.342,760.5,607.7,1,0
0:00:23.380,760.5,614.8,1,0
0:00:23.426,760.5,627.3,1,0
0:00:23.458,760.5,632.6,1,0
0:00:23.495,757.0,641.5,1,0
0:00:23.542,757.0,646.8,1,0
0:00:23.580,757.0,653.9,1,0
0:00:23.611,758.7,659.2,1,0
0:00:23.642,758.7,664.6,1,0
0:00:23.680,760.5,668.1,1,0
0:00:23.711,758.7,673.5,1,0
0:00:23.742,758.7,675.2,1,0
0:00:23.796,758.7,677.0,1,0
0:00:23.827,758.7,677.0,1,0
0:00:23.859,757.0,680.6,1,0
0:00:23.912,757.0,682.3,1,0
0:00:23.943,757.0,685.9,1,0
0:00:23.981,758.7,689.4,1,0
0:00:24.012,758.7,691.2,1,0
0:00:24.044,758.7,694.8,1,0
0:00:24.229,751.6,677.0,1,0
0:00:24.313,753.4,671.7,1,0
0:00:24.345,753.4,671.7,1,0
0:00:24.383,753.4,671.7,1,0
0:00:24.414,755.2,675.2,1,0
0:00:24.445,755.2,675.2,1,0
0:00:24.498,753.4,675.2,1,0
0:00:24.530,757.0,678.8,1,0
0:00:24.561,760.5,682.3,1,0
0:00:24.598,749.9,694.8,1,0
0:00:24.630,749.9,694.8,1,0
